Store_Dept_Date,Weekly_Sales
14_91_2013-04-12,536.25
14_92_2013-04-12,536.25
14_93_2013-04-12,536.25
14_94_2013-04-12,536.25
14_95_2013-04-12,536.25
14_97_2013-04-12,536.25
14_98_2013-04-12,536.25
14_99_2013-04-12,536.25
14_1_2013-04-19,4965.334
14_2_2013-04-19,4965.334
14_3_2013-04-19,4965.334
14_4_2013-04-19,4965.334
14_5_2013-04-19,4965.334
14_6_2013-04-19,4965.334
14_7_2013-04-19,4965.334
14_8_2013-04-19,4965.334
14_9_2013-04-19,4965.334
14_10_2013-04-19,4965.334
14_11_2013-04-19,4965.334
14_12_2013-04-19,4965.334
14_13_2013-04-19,4965.334
14_14_2013-04-19,4965.334
14_16_2013-04-19,4965.334
14_17_2013-04-19,4965.334
14_18_2013-04-19,4965.334
14_19_2013-04-19,4965.334
14_20_2013-04-19,4965.334
14_21_2013-04-19,4965.334
14_22_2013-04-19,4965.334
14_23_2013-04-19,4965.334
14_24_2013-04-19,4965.334
14_25_2013-04-19,4965.334
14_26_2013-04-19,4965.334
14_27_2013-04-19,4965.334
14_28_2013-04-19,4965.334
14_29_2013-04-19,4965.334
14_30_2013-04-19,4965.334
14_31_2013-04-19,4965.334
14_32_2013-04-19,4965.334
14_33_2013-04-19,4965.334
14_34_2013-04-19,4965.334
14_35_2013-04-19,4965.334
14_36_2013-04-19,4965.334
14_38_2013-04-19,4965.334
14_40_2013-04-19,4965.334
14_41_2013-04-19,4965.334
14_42_2013-04-19,4965.334
14_44_2013-04-19,4965.334
14_46_2013-04-19,4965.334
14_49_2013-04-19,4965.334
14_50_2013-04-19,4965.334
14_52_2013-04-19,4965.334
14_55_2013-04-19,4965.334
14_56_2013-04-19,4965.334
14_58_2013-04-19,4965.334
14_59_2013-04-19,4965.334
14_60_2013-04-19,4965.334
14_67_2013-04-19,4965.334
14_71_2013-04-19,4965.334
14_72_2013-04-19,4965.334
14_74_2013-04-19,4965.334
14_79_2013-04-19,4965.334
14_80_2013-04-19,4965.334
14_81_2013-04-19,4965.334
14_82_2013-04-19,4965.334
14_83_2013-04-19,4965.334
14_85_2013-04-19,4965.334
14_87_2013-04-19,4965.334
14_90_2013-04-19,4965.334
14_91_2013-04-19,4965.334
14_92_2013-04-19,4965.334
14_93_2013-04-19,4965.334
14_94_2013-04-19,4965.334
14_95_2013-04-19,4965.334
14_97_2013-04-19,4965.334
14_98_2013-04-19,4965.334
14_99_2013-04-19,4965.334
14_1_2013-04-26,1381.1672006443764
14_2_2013-04-26,1381.1672006443764
14_3_2013-04-26,1381.1672006443764
14_4_2013-04-26,1381.1672006443764
14_5_2013-04-26,1381.1672006443764
14_6_2013-04-26,1381.1672006443764
14_7_2013-04-26,1381.1672006443764
14_8_2013-04-26,1381.1672006443764
14_9_2013-04-26,1381.1672006443764
14_10_2013-04-26,1381.1672006443764
14_11_2013-04-26,1381.1672006443764
14_12_2013-04-26,1381.1672006443764
14_13_2013-04-26,1381.1672006443764
14_14_2013-04-26,1381.1672006443764
14_16_2013-04-26,1381.1672006443764
14_17_2013-04-26,1381.1672006443764
14_18_2013-04-26,1381.1672006443764
14_19_2013-04-26,1381.1672006443764
14_20_2013-04-26,1381.1672006443764
14_21_2013-04-26,1381.1672006443764
14_22_2013-04-26,1381.1672006443764
14_23_2013-04-26,1381.1672006443764
14_24_2013-04-26,1381.1672006443764
14_25_2013-04-26,1381.1672006443764
14_26_2013-04-26,1381.1672006443764
14_27_2013-04-26,1381.1672006443764
14_28_2013-04-26,1381.1672006443764
14_29_2013-04-26,1381.1672006443764
14_30_2013-04-26,1381.1672006443764
14_31_2013-04-26,1381.1672006443764
14_32_2013-04-26,1381.1672006443764
14_33_2013-04-26,1381.1672006443764
14_34_2013-04-26,1381.1672006443764
14_35_2013-04-26,1381.1672006443764
14_36_2013-04-26,1381.1672006443764
14_38_2013-04-26,1381.1672006443764
14_40_2013-04-26,1381.1672006443764
14_41_2013-04-26,1381.1672006443764
14_42_2013-04-26,1381.1672006443764
14_44_2013-04-26,1381.1672006443764
14_46_2013-04-26,1381.1672006443764
14_49_2013-04-26,1381.1672006443764
14_50_2013-04-26,1381.1672006443764
14_52_2013-04-26,1381.1672006443764
14_54_2013-04-26,1381.1672006443764
14_55_2013-04-26,1381.1672006443764
14_56_2013-04-26,1381.1672006443764
14_58_2013-04-26,1381.1672006443764
14_59_2013-04-26,1381.1672006443764
14_60_2013-04-26,1381.1672006443764
14_67_2013-04-26,1381.1672006443764
14_71_2013-04-26,1381.1672006443764
14_72_2013-04-26,1381.1672006443764
14_74_2013-04-26,1381.1672006443764
14_79_2013-04-26,1381.1672006443764
14_80_2013-04-26,1381.1672006443764
14_81_2013-04-26,1381.1672006443764
14_82_2013-04-26,1381.1672006443764
14_83_2013-04-26,1381.1672006443764
14_85_2013-04-26,1381.1672006443764
14_87_2013-04-26,1381.1672006443764
14_90_2013-04-26,1381.1672006443764
14_91_2013-04-26,1381.1672006443764
14_92_2013-04-26,1381.1672006443764
14_93_2013-04-26,1381.1672006443764
14_94_2013-04-26,1381.1672006443764
14_95_2013-04-26,1381.1672006443764
14_97_2013-04-26,1381.1672006443764
14_98_2013-04-26,1381.1672006443764
14_99_2013-04-26,1381.1672006443764
14_1_2013-05-03,536.25
14_2_2013-05-03,536.25
14_3_2013-05-03,536.25
14_4_2013-05-03,536.25
14_5_2013-05-03,536.25
14_6_2013-05-03,536.25
14_7_2013-05-03,536.25
14_8_2013-05-03,536.25
14_9_2013-05-03,536.25
14_10_2013-05-03,536.25
14_11_2013-05-03,536.25
14_12_2013-05-03,536.25
14_13_2013-05-03,536.25
14_14_2013-05-03,536.25
14_16_2013-05-03,536.25
14_17_2013-05-03,536.25
14_18_2013-05-03,536.25
14_19_2013-05-03,536.25
14_20_2013-05-03,536.25
14_21_2013-05-03,536.25
14_22_2013-05-03,536.25
14_23_2013-05-03,536.25
14_24_2013-05-03,536.25
14_25_2013-05-03,536.25
14_26_2013-05-03,536.25
14_27_2013-05-03,536.25
14_28_2013-05-03,536.25
14_29_2013-05-03,536.25
14_30_2013-05-03,536.25
14_31_2013-05-03,536.25
14_32_2013-05-03,536.25
14_33_2013-05-03,536.25
14_34_2013-05-03,536.25
14_35_2013-05-03,536.25
14_36_2013-05-03,536.25
14_38_2013-05-03,536.25
14_40_2013-05-03,536.25
14_41_2013-05-03,536.25
14_42_2013-05-03,536.25
14_44_2013-05-03,536.25
14_46_2013-05-03,536.25
14_49_2013-05-03,536.25
14_50_2013-05-03,536.25
14_52_2013-05-03,536.25
14_54_2013-05-03,536.25
14_55_2013-05-03,536.25
14_56_2013-05-03,536.25
14_58_2013-05-03,536.25
14_59_2013-05-03,536.25
14_60_2013-05-03,536.25
14_67_2013-05-03,536.25
14_71_2013-05-03,536.25
14_72_2013-05-03,536.25
14_74_2013-05-03,536.25
14_79_2013-05-03,536.25
14_80_2013-05-03,536.25
14_81_2013-05-03,536.25
14_82_2013-05-03,536.25
14_83_2013-05-03,536.25
14_85_2013-05-03,536.25
14_87_2013-05-03,536.25
14_90_2013-05-03,536.25
14_91_2013-05-03,536.25
14_92_2013-05-03,536.25
14_93_2013-05-03,536.25
14_94_2013-05-03,536.25
14_95_2013-05-03,536.25
14_97_2013-05-03,536.25
14_98_2013-05-03,536.25
14_99_2013-05-03,536.25
14_1_2013-05-10,536.25
14_2_2013-05-10,536.25
14_3_2013-05-10,536.25
14_4_2013-05-10,536.25
14_5_2013-05-10,536.25
14_6_2013-05-10,536.25
14_7_2013-05-10,536.25
14_8_2013-05-10,536.25
14_9_2013-05-10,536.25
14_10_2013-05-10,536.25
14_11_2013-05-10,536.25
14_12_2013-05-10,536.25
14_13_2013-05-10,536.25
14_14_2013-05-10,536.25
14_16_2013-05-10,536.25
14_17_2013-05-10,536.25
14_19_2013-05-10,536.25
14_20_2013-05-10,536.25
14_21_2013-05-10,536.25
14_22_2013-05-10,536.25
14_23_2013-05-10,536.25
14_24_2013-05-10,536.25
14_25_2013-05-10,536.25
14_26_2013-05-10,536.25
14_27_2013-05-10,536.25
14_28_2013-05-10,536.25
14_29_2013-05-10,536.25
14_30_2013-05-10,536.25
14_31_2013-05-10,536.25
14_32_2013-05-10,536.25
14_33_2013-05-10,536.25
14_34_2013-05-10,536.25
14_35_2013-05-10,536.25
14_36_2013-05-10,536.25
14_38_2013-05-10,536.25
14_40_2013-05-10,536.25
14_41_2013-05-10,536.25
14_42_2013-05-10,536.25
14_44_2013-05-10,536.25
14_46_2013-05-10,536.25
14_49_2013-05-10,536.25
14_50_2013-05-10,536.25
14_52_2013-05-10,536.25
14_55_2013-05-10,536.25
14_56_2013-05-10,536.25
14_58_2013-05-10,536.25
14_59_2013-05-10,536.25
14_60_2013-05-10,536.25
14_67_2013-05-10,536.25
14_71_2013-05-10,536.25
14_72_2013-05-10,536.25
14_74_2013-05-10,536.25
14_79_2013-05-10,536.25
14_80_2013-05-10,536.25
14_81_2013-05-10,536.25
14_82_2013-05-10,536.25
14_83_2013-05-10,536.25
14_85_2013-05-10,536.25
14_87_2013-05-10,536.25
14_90_2013-05-10,536.25
14_91_2013-05-10,536.25
14_92_2013-05-10,536.25
14_93_2013-05-10,536.25
14_94_2013-05-10,536.25
14_95_2013-05-10,536.25
14_97_2013-05-10,536.25
14_98_2013-05-10,536.25
14_99_2013-05-10,536.25
14_1_2013-05-17,4965.334
14_2_2013-05-17,4965.334
14_3_2013-05-17,4965.334
14_4_2013-05-17,4965.334
14_5_2013-05-17,4965.334
14_6_2013-05-17,4965.334
14_7_2013-05-17,4965.334
14_8_2013-05-17,4965.334
14_9_2013-05-17,4965.334
14_10_2013-05-17,4965.334
14_11_2013-05-17,4965.334
14_12_2013-05-17,4965.334
14_13_2013-05-17,4965.334
14_14_2013-05-17,4965.334
14_16_2013-05-17,4965.334
14_17_2013-05-17,4965.334
14_19_2013-05-17,4965.334
14_20_2013-05-17,4965.334
14_21_2013-05-17,4965.334
14_22_2013-05-17,4965.334
14_23_2013-05-17,4965.334
14_24_2013-05-17,4965.334
14_25_2013-05-17,4965.334
14_26_2013-05-17,4965.334
14_27_2013-05-17,4965.334
14_28_2013-05-17,4965.334
14_29_2013-05-17,4965.334
14_30_2013-05-17,4965.334
14_31_2013-05-17,4965.334
14_32_2013-05-17,4965.334
14_33_2013-05-17,4965.334
14_34_2013-05-17,4965.334
14_35_2013-05-17,4965.334
14_36_2013-05-17,4965.334
14_38_2013-05-17,4965.334
14_40_2013-05-17,4965.334
14_41_2013-05-17,4965.334
14_42_2013-05-17,4965.334
14_44_2013-05-17,4965.334
14_46_2013-05-17,4965.334
14_49_2013-05-17,4965.334
14_50_2013-05-17,4965.334
14_52_2013-05-17,4965.334
14_54_2013-05-17,4965.334
14_55_2013-05-17,4965.334
14_56_2013-05-17,4965.334
14_58_2013-05-17,4965.334
14_59_2013-05-17,4965.334
14_60_2013-05-17,4965.334
14_67_2013-05-17,4965.334
14_71_2013-05-17,4965.334
14_72_2013-05-17,4965.334
14_74_2013-05-17,4965.334
14_79_2013-05-17,4965.334
14_80_2013-05-17,4965.334
14_81_2013-05-17,4965.334
14_82_2013-05-17,4965.334
14_83_2013-05-17,4965.334
14_85_2013-05-17,4965.334
14_87_2013-05-17,4965.334
14_90_2013-05-17,4965.334
14_91_2013-05-17,4965.334
14_92_2013-05-17,4965.334
14_93_2013-05-17,4965.334
14_94_2013-05-17,4965.334
14_95_2013-05-17,4965.334
14_97_2013-05-17,4965.334
14_98_2013-05-17,4965.334
14_99_2013-05-17,4965.334
14_1_2013-05-24,4965.334
14_2_2013-05-24,4965.334
14_3_2013-05-24,4965.334
14_4_2013-05-24,4965.334
14_5_2013-05-24,4965.334
14_6_2013-05-24,4965.334
14_7_2013-05-24,4965.334
14_8_2013-05-24,4965.334
14_9_2013-05-24,4965.334
14_10_2013-05-24,4965.334
14_11_2013-05-24,4965.334
14_12_2013-05-24,4965.334
14_13_2013-05-24,4965.334
14_14_2013-05-24,4965.334
14_16_2013-05-24,4965.334
14_17_2013-05-24,4965.334
14_19_2013-05-24,4965.334
14_20_2013-05-24,4965.334
14_21_2013-05-24,4965.334
14_22_2013-05-24,4965.334
14_23_2013-05-24,4965.334
14_24_2013-05-24,4965.334
14_25_2013-05-24,4965.334
14_26_2013-05-24,4965.334
14_27_2013-05-24,4965.334
14_28_2013-05-24,4965.334
14_29_2013-05-24,4965.334
14_30_2013-05-24,4965.334
14_31_2013-05-24,4965.334
14_32_2013-05-24,4965.334
14_33_2013-05-24,4965.334
14_34_2013-05-24,4965.334
14_35_2013-05-24,4965.334
14_36_2013-05-24,4965.334
14_38_2013-05-24,4965.334
14_40_2013-05-24,4965.334
14_41_2013-05-24,4965.334
14_42_2013-05-24,4965.334
14_44_2013-05-24,4965.334
14_46_2013-05-24,4965.334
14_49_2013-05-24,4965.334
14_50_2013-05-24,4965.334
14_52_2013-05-24,4965.334
14_54_2013-05-24,4965.334
14_55_2013-05-24,4965.334
14_56_2013-05-24,4965.334
14_58_2013-05-24,4965.334
14_59_2013-05-24,4965.334
14_60_2013-05-24,4965.334
14_67_2013-05-24,4965.334
14_71_2013-05-24,4965.334
14_72_2013-05-24,4965.334
14_74_2013-05-24,4965.334
14_79_2013-05-24,4965.334
14_80_2013-05-24,4965.334
14_81_2013-05-24,4965.334
14_82_2013-05-24,4965.334
14_83_2013-05-24,4965.334
14_85_2013-05-24,4965.334
14_87_2013-05-24,4965.334
14_90_2013-05-24,4965.334
14_91_2013-05-24,4965.334
14_92_2013-05-24,4965.334
14_93_2013-05-24,4965.334
14_94_2013-05-24,4965.334
14_95_2013-05-24,4965.334
14_97_2013-05-24,4965.334
14_98_2013-05-24,4965.334
14_99_2013-05-24,4965.334
14_1_2013-05-31,4965.334
14_2_2013-05-31,4965.334
14_3_2013-05-31,4965.334
14_4_2013-05-31,4965.334
14_5_2013-05-31,4965.334
14_6_2013-05-31,4965.334
14_7_2013-05-31,4965.334
14_8_2013-05-31,4965.334
14_9_2013-05-31,4965.334
14_10_2013-05-31,4965.334
14_11_2013-05-31,4965.334
14_12_2013-05-31,4965.334
14_13_2013-05-31,4965.334
14_14_2013-05-31,4965.334
14_16_2013-05-31,4965.334
14_17_2013-05-31,4965.334
14_19_2013-05-31,4965.334
14_20_2013-05-31,4965.334
14_21_2013-05-31,4965.334
14_22_2013-05-31,4965.334
14_23_2013-05-31,4965.334
14_24_2013-05-31,4965.334
14_25_2013-05-31,4965.334
14_26_2013-05-31,4965.334
14_27_2013-05-31,4965.334
14_28_2013-05-31,4965.334
14_29_2013-05-31,4965.334
14_30_2013-05-31,4965.334
14_31_2013-05-31,4965.334
14_32_2013-05-31,4965.334
14_33_2013-05-31,4965.334
14_34_2013-05-31,4965.334
14_35_2013-05-31,4965.334
14_36_2013-05-31,4965.334
14_38_2013-05-31,4965.334
14_40_2013-05-31,4965.334
14_41_2013-05-31,4965.334
14_42_2013-05-31,4965.334
14_44_2013-05-31,4965.334
14_46_2013-05-31,4965.334
14_49_2013-05-31,4965.334
14_50_2013-05-31,4965.334
14_52_2013-05-31,4965.334
14_54_2013-05-31,4965.334
14_55_2013-05-31,4965.334
14_56_2013-05-31,4965.334
14_58_2013-05-31,4965.334
14_59_2013-05-31,4965.334
14_60_2013-05-31,4965.334
14_67_2013-05-31,4965.334
14_71_2013-05-31,4965.334
14_72_2013-05-31,4965.334
14_74_2013-05-31,4965.334
14_79_2013-05-31,4965.334
14_80_2013-05-31,4965.334
14_81_2013-05-31,4965.334
14_82_2013-05-31,4965.334
14_83_2013-05-31,4965.334
14_85_2013-05-31,4965.334
14_87_2013-05-31,4965.334
14_90_2013-05-31,4965.334
14_91_2013-05-31,4965.334
14_92_2013-05-31,4965.334
14_93_2013-05-31,4965.334
14_94_2013-05-31,4965.334
14_95_2013-05-31,4965.334
14_97_2013-05-31,4965.334
14_98_2013-05-31,4965.334
14_1_2013-06-07,536.25
14_2_2013-06-07,536.25
14_3_2013-06-07,536.25
14_4_2013-06-07,536.25
14_5_2013-06-07,536.25
14_6_2013-06-07,536.25
14_7_2013-06-07,536.25
14_8_2013-06-07,536.25
14_9_2013-06-07,536.25
14_10_2013-06-07,536.25
14_11_2013-06-07,536.25
14_12_2013-06-07,536.25
14_13_2013-06-07,536.25
14_14_2013-06-07,536.25
14_16_2013-06-07,536.25
14_17_2013-06-07,536.25
14_19_2013-06-07,536.25
14_20_2013-06-07,536.25
14_21_2013-06-07,536.25
14_22_2013-06-07,536.25
14_23_2013-06-07,536.25
14_24_2013-06-07,536.25
14_25_2013-06-07,536.25
14_26_2013-06-07,536.25
14_27_2013-06-07,536.25
14_28_2013-06-07,536.25
14_29_2013-06-07,536.25
14_30_2013-06-07,536.25
14_31_2013-06-07,536.25
14_32_2013-06-07,536.25
14_33_2013-06-07,536.25
14_34_2013-06-07,536.25
14_35_2013-06-07,536.25
14_36_2013-06-07,536.25
14_38_2013-06-07,536.25
14_40_2013-06-07,536.25
14_41_2013-06-07,536.25
14_42_2013-06-07,536.25
14_44_2013-06-07,536.25
14_46_2013-06-07,536.25
14_49_2013-06-07,536.25
14_50_2013-06-07,536.25
14_52_2013-06-07,536.25
14_55_2013-06-07,536.25
14_56_2013-06-07,536.25
14_58_2013-06-07,536.25
14_59_2013-06-07,536.25
14_60_2013-06-07,536.25
14_67_2013-06-07,536.25
14_71_2013-06-07,536.25
14_72_2013-06-07,536.25
14_74_2013-06-07,536.25
14_79_2013-06-07,536.25
14_80_2013-06-07,536.25
14_81_2013-06-07,536.25
14_82_2013-06-07,536.25
14_83_2013-06-07,536.25
14_85_2013-06-07,536.25
14_87_2013-06-07,536.25
14_90_2013-06-07,536.25
14_91_2013-06-07,536.25
14_92_2013-06-07,536.25
14_93_2013-06-07,536.25
14_94_2013-06-07,536.25
14_95_2013-06-07,536.25
14_97_2013-06-07,536.25
14_98_2013-06-07,536.25
14_99_2013-06-07,536.25
14_1_2013-06-14,4965.334
14_2_2013-06-14,4965.334
14_3_2013-06-14,4965.334
14_4_2013-06-14,4965.334
14_5_2013-06-14,4965.334
14_6_2013-06-14,4965.334
14_7_2013-06-14,4965.334
14_8_2013-06-14,4965.334
14_9_2013-06-14,4965.334
14_10_2013-06-14,4965.334
14_11_2013-06-14,4965.334
14_12_2013-06-14,4965.334
14_13_2013-06-14,4965.334
14_14_2013-06-14,4965.334
14_16_2013-06-14,4965.334
14_17_2013-06-14,4965.334
14_18_2013-06-14,4965.334
14_19_2013-06-14,4965.334
14_20_2013-06-14,4965.334
14_21_2013-06-14,4965.334
14_22_2013-06-14,4965.334
14_23_2013-06-14,4965.334
14_24_2013-06-14,4965.334
14_25_2013-06-14,4965.334
14_26_2013-06-14,4965.334
14_27_2013-06-14,4965.334
14_28_2013-06-14,4965.334
14_29_2013-06-14,4965.334
14_30_2013-06-14,4965.334
14_31_2013-06-14,4965.334
14_32_2013-06-14,4965.334
14_33_2013-06-14,4965.334
14_34_2013-06-14,4965.334
14_35_2013-06-14,4965.334
14_36_2013-06-14,4965.334
14_38_2013-06-14,4965.334
14_40_2013-06-14,4965.334
14_41_2013-06-14,4965.334
14_42_2013-06-14,4965.334
14_44_2013-06-14,4965.334
14_46_2013-06-14,4965.334
14_49_2013-06-14,4965.334
14_50_2013-06-14,4965.334
14_52_2013-06-14,4965.334
14_55_2013-06-14,4965.334
14_56_2013-06-14,4965.334
14_58_2013-06-14,4965.334
14_59_2013-06-14,4965.334
14_60_2013-06-14,4965.334
14_67_2013-06-14,4965.334
14_71_2013-06-14,4965.334
14_72_2013-06-14,4965.334
14_74_2013-06-14,4965.334
14_79_2013-06-14,4965.334
14_80_2013-06-14,4965.334
14_81_2013-06-14,4965.334
14_82_2013-06-14,4965.334
14_83_2013-06-14,4965.334
14_85_2013-06-14,4965.334
14_87_2013-06-14,4965.334
14_90_2013-06-14,4965.334
14_91_2013-06-14,4965.334
14_92_2013-06-14,4965.334
14_93_2013-06-14,4965.334
14_94_2013-06-14,4965.334
14_95_2013-06-14,4965.334
14_97_2013-06-14,4965.334
14_98_2013-06-14,4965.334
14_99_2013-06-14,4965.334
14_1_2013-06-21,4965.334
14_2_2013-06-21,4965.334
14_3_2013-06-21,4965.334
14_4_2013-06-21,4965.334
14_5_2013-06-21,4965.334
14_6_2013-06-21,4965.334
14_7_2013-06-21,4965.334
14_8_2013-06-21,4965.334
14_9_2013-06-21,4965.334
14_10_2013-06-21,4965.334
14_11_2013-06-21,4965.334
14_12_2013-06-21,4965.334
14_13_2013-06-21,4965.334
14_14_2013-06-21,4965.334
14_16_2013-06-21,4965.334
14_17_2013-06-21,4965.334
14_19_2013-06-21,4965.334
14_20_2013-06-21,4965.334
14_21_2013-06-21,4965.334
14_22_2013-06-21,4965.334
14_23_2013-06-21,4965.334
14_24_2013-06-21,4965.334
14_25_2013-06-21,4965.334
14_26_2013-06-21,4965.334
14_27_2013-06-21,4965.334
14_28_2013-06-21,4965.334
14_29_2013-06-21,4965.334
14_30_2013-06-21,4965.334
14_31_2013-06-21,4965.334
14_32_2013-06-21,4965.334
14_33_2013-06-21,4965.334
14_34_2013-06-21,4965.334
14_35_2013-06-21,4965.334
14_36_2013-06-21,4965.334
14_38_2013-06-21,4965.334
14_40_2013-06-21,4965.334
14_41_2013-06-21,4965.334
14_42_2013-06-21,4965.334
14_44_2013-06-21,4965.334
14_46_2013-06-21,4965.334
14_49_2013-06-21,4965.334
14_50_2013-06-21,4965.334
14_52_2013-06-21,4965.334
14_55_2013-06-21,4965.334
14_56_2013-06-21,4965.334
14_58_2013-06-21,4965.334
14_59_2013-06-21,4965.334
14_60_2013-06-21,4965.334
14_67_2013-06-21,4965.334
14_71_2013-06-21,4965.334
14_72_2013-06-21,4965.334
14_74_2013-06-21,4965.334
14_79_2013-06-21,4965.334
14_80_2013-06-21,4965.334
14_81_2013-06-21,4965.334
14_82_2013-06-21,4965.334
14_83_2013-06-21,4965.334
14_85_2013-06-21,4965.334
14_87_2013-06-21,4965.334
14_90_2013-06-21,4965.334
14_91_2013-06-21,4965.334
14_92_2013-06-21,4965.334
14_93_2013-06-21,4965.334
14_94_2013-06-21,4965.334
14_95_2013-06-21,4965.334
14_97_2013-06-21,4965.334
14_98_2013-06-21,4965.334
14_1_2013-06-28,4965.334
14_2_2013-06-28,4965.334
14_3_2013-06-28,4965.334
14_4_2013-06-28,4965.334
14_5_2013-06-28,4965.334
14_6_2013-06-28,4965.334
14_7_2013-06-28,4965.334
14_8_2013-06-28,4965.334
14_9_2013-06-28,4965.334
14_10_2013-06-28,4965.334
14_11_2013-06-28,4965.334
14_12_2013-06-28,4965.334
14_13_2013-06-28,4965.334
14_14_2013-06-28,4965.334
14_16_2013-06-28,4965.334
14_17_2013-06-28,4965.334
14_19_2013-06-28,4965.334
14_20_2013-06-28,4965.334
14_21_2013-06-28,4965.334
14_22_2013-06-28,4965.334
14_23_2013-06-28,4965.334
14_24_2013-06-28,4965.334
14_25_2013-06-28,4965.334
14_26_2013-06-28,4965.334
14_27_2013-06-28,4965.334
14_28_2013-06-28,4965.334
14_29_2013-06-28,4965.334
14_30_2013-06-28,4965.334
14_31_2013-06-28,4965.334
14_32_2013-06-28,4965.334
14_33_2013-06-28,4965.334
14_34_2013-06-28,4965.334
14_35_2013-06-28,4965.334
14_36_2013-06-28,4965.334
14_38_2013-06-28,4965.334
14_40_2013-06-28,4965.334
14_41_2013-06-28,4965.334
14_42_2013-06-28,4965.334
14_44_2013-06-28,4965.334
14_46_2013-06-28,4965.334
14_49_2013-06-28,4965.334
14_50_2013-06-28,4965.334
14_52_2013-06-28,4965.334
14_55_2013-06-28,4965.334
14_56_2013-06-28,4965.334
14_58_2013-06-28,4965.334
14_59_2013-06-28,4965.334
14_60_2013-06-28,4965.334
14_67_2013-06-28,4965.334
14_71_2013-06-28,4965.334
14_72_2013-06-28,4965.334
14_74_2013-06-28,4965.334
14_79_2013-06-28,4965.334
14_80_2013-06-28,4965.334
14_81_2013-06-28,4965.334
14_82_2013-06-28,4965.334
14_83_2013-06-28,4965.334
14_85_2013-06-28,4965.334
14_87_2013-06-28,4965.334
14_90_2013-06-28,4965.334
14_91_2013-06-28,4965.334
14_92_2013-06-28,4965.334
14_93_2013-06-28,4965.334
14_94_2013-06-28,4965.334
14_95_2013-06-28,4965.334
14_97_2013-06-28,4965.334
14_98_2013-06-28,4965.334
14_1_2013-07-05,536.25
14_2_2013-07-05,536.25
14_3_2013-07-05,536.25
14_4_2013-07-05,536.25
14_5_2013-07-05,536.25
14_6_2013-07-05,536.25
14_7_2013-07-05,536.25
14_8_2013-07-05,536.25
14_9_2013-07-05,536.25
14_10_2013-07-05,536.25
14_11_2013-07-05,536.25
14_12_2013-07-05,536.25
14_13_2013-07-05,536.25
14_14_2013-07-05,536.25
14_16_2013-07-05,536.25
14_17_2013-07-05,536.25
14_18_2013-07-05,536.25
14_19_2013-07-05,536.25
14_20_2013-07-05,536.25
14_21_2013-07-05,536.25
14_22_2013-07-05,536.25
14_23_2013-07-05,536.25
14_24_2013-07-05,536.25
14_25_2013-07-05,536.25
14_26_2013-07-05,536.25
14_27_2013-07-05,536.25
14_28_2013-07-05,536.25
14_29_2013-07-05,536.25
14_30_2013-07-05,536.25
14_31_2013-07-05,536.25
14_32_2013-07-05,536.25
14_33_2013-07-05,536.25
14_34_2013-07-05,536.25
14_35_2013-07-05,536.25
14_36_2013-07-05,536.25
14_38_2013-07-05,536.25
14_40_2013-07-05,536.25
14_41_2013-07-05,536.25
14_42_2013-07-05,536.25
14_44_2013-07-05,536.25
14_46_2013-07-05,536.25
14_49_2013-07-05,536.25
14_50_2013-07-05,536.25
14_52_2013-07-05,536.25
14_54_2013-07-05,536.25
14_55_2013-07-05,536.25
14_56_2013-07-05,536.25
14_58_2013-07-05,536.25
14_59_2013-07-05,536.25
14_60_2013-07-05,536.25
14_67_2013-07-05,536.25
14_71_2013-07-05,536.25
14_72_2013-07-05,536.25
14_74_2013-07-05,536.25
14_79_2013-07-05,536.25
14_80_2013-07-05,536.25
14_81_2013-07-05,536.25
14_82_2013-07-05,536.25
14_83_2013-07-05,536.25
14_85_2013-07-05,536.25
14_87_2013-07-05,536.25
14_90_2013-07-05,536.25
14_91_2013-07-05,536.25
14_92_2013-07-05,536.25
14_93_2013-07-05,536.25
14_94_2013-07-05,536.25
14_95_2013-07-05,536.25
14_97_2013-07-05,536.25
14_98_2013-07-05,536.25
14_99_2013-07-05,536.25
14_1_2013-07-12,536.25
14_2_2013-07-12,536.25
14_3_2013-07-12,536.25
14_4_2013-07-12,536.25
14_5_2013-07-12,536.25
14_6_2013-07-12,536.25
14_7_2013-07-12,536.25
14_8_2013-07-12,536.25
14_9_2013-07-12,536.25
14_10_2013-07-12,536.25
14_11_2013-07-12,536.25
14_12_2013-07-12,536.25
14_13_2013-07-12,536.25
14_14_2013-07-12,536.25
14_16_2013-07-12,536.25
14_17_2013-07-12,536.25
14_18_2013-07-12,536.25
14_19_2013-07-12,536.25
14_20_2013-07-12,536.25
14_21_2013-07-12,536.25
14_22_2013-07-12,536.25
14_23_2013-07-12,536.25
14_24_2013-07-12,536.25
14_25_2013-07-12,536.25
14_26_2013-07-12,536.25
14_27_2013-07-12,536.25
14_28_2013-07-12,536.25
14_29_2013-07-12,536.25
14_30_2013-07-12,536.25
14_31_2013-07-12,536.25
14_32_2013-07-12,536.25
14_33_2013-07-12,536.25
14_34_2013-07-12,536.25
14_35_2013-07-12,536.25
14_36_2013-07-12,536.25
14_38_2013-07-12,536.25
14_40_2013-07-12,536.25
14_41_2013-07-12,536.25
14_42_2013-07-12,536.25
14_44_2013-07-12,536.25
14_46_2013-07-12,536.25
14_49_2013-07-12,536.25
14_50_2013-07-12,536.25
14_52_2013-07-12,536.25
